"#","Fecha","Documento","Cliente","Estado","Estado en Cartera","Metodo de Pago","Forma de Pago","Impuesto","Total","UUID","Notas"
"1412","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA Y MINIMARKET MI FARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","3,464.65","187,886.65","bf489f77a613caa2c66cac86689a2605867fc5c6348f457ee1eecd9cf7bad45c3e09254072b10c76edde27565dd1510a",""
"1411","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria La Prosperidad","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","52,500.00","1455faba3eb1153acfdc47844b741e3a93282ab25c3edb6b466d31a3be4b928fb7a11f38647274ed218d5d82a8acecf8",""
"1410","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA DISTRIFARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","420,000.00","48a1f6d5e4817420de4dda09558964b8c41e93adafce851588de64404d04e16fb2d8b6801d5ca3c26c71d2c371768776",""
"1409","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería la 12 sur","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","101,400.00","6a196903293b2c6173a6539c50796d25dce9e4fd710f1cd48b556abf55a0b199ef217377ca13c28f1f3006f2defd0338",""
"1408","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería medimar","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","68,278.00","c506068742d78ba07da3f639ef6626784ee265cfe6aa54c46c4558289bac6855110c351a6c91bac742bd4f94a950e5aa",""
"1407","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Farma Luz","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","52,500.00","98406b4cc4d75f45fac2eec92ae23e1d709cb0e63625e2b1f6182cb138fd3ad8994ead3922f985763a0a8f164311b7dc",""
"1406","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA FARMACOLOMBIA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","157,860.00","415cf3b6da0f5b5923c49291f1a21905509dbef4b87a4b128caba96c24247886626dcba12a1e6c984a009d4878e987e7",""
"1404","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Colombia","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","108,266.00","6e7eab57777c8272f05a0a6409a8d84cc710f5ecd0dc46a22a71e5502ddb723202168366973cfa97e0a03a41e95d7205",""
"1403","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria farmaliam","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","501,203.00","9d1b8a507c21d9a25dfbe9a1768e8aa1a8d62a2954e0a2674d8312d379c93617859cec7e7ef9b322280f41b9dcd82ce0",""
"1402","2021-12-30 06:50:00","Factura de Venta Nacional","Drog DJ farma01","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","119,958.00","47d269b6f8b6764ace80147c1a00388609a3c05beb9638e3378648715034c173a3b022ed98f1a7e7cf9bd8d42318b992",""
"1401","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería naelpharma","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","64,800.00","4f894767c5c5e782f045037620e4e7c1bb1cae6c89da670ff28751e5928a0aa198d2f149eb323ff286bceba5f84a23eb",""
"1400","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Altamira","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","76,522.00","714963c1975aaf80fb998768509a1db947d6bebae4365beaafe1b47edb24d0bd181b7323ecc022acffe993b66069ffe5",""
"1399","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria La Prosperidad","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","71,500.00","b70f63c3ac051b368f5c39b3affc4e4b5f4469d5188d3f6dc30118ca1bcc00829ec43976277bc0fbf86c77c660e61db6",""
"1397","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería yansen","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","255,870.00","9b08ffb58e61980736e940b1466a67bcf81100a8fe0686835d7584dc6ba3d747814736bfc7fc55af8cf901bdeaae2f44",""
"1396","2021-12-30 06:50:00","Factura de Venta Nacional","Deigueria El Rebajon","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","42,948.00","9b6807a8fd3f60416d6502c5fed9a9a2477fbcb38cca58e99c3ce5a01bac8e9761cb2af1175639d38a657108f70fd751",""
"1395","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria jireh (Ciudadela metropolitana)","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","352,275.00","60f221693f2b99c2bab7950b68e4f698d85939a23e1644f628a0c81185cf7f3fb4e66193d530d7d6832a6612fc0694f6",""
"1394","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Morelia's","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","64,542.00","c9f868589622cd0f3bde4352c058c509c371d68152ef8e4792694dfb6f0d7a9274373bef3e738b201a5fe41453e17e07",""
"1393","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA SAMIR SAN SALVADOR","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","17,601.00","1990ea7e14639224679405fdf2f45a81e1c518d392ab6a6287484d0b65be80fb168a3c5941937ff978dbda5c8774d439",""
"1392","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA BIOGREEN","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","111,988.00","674a9787e58d45b16dee74d9b4041cd2da6bc05373f45d387a0d53a81236c9ab266090e1414baa86f47821c6d9e2c89a",""
"1391","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria popular","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","59,721.00","d3a93c9123da8494cddd82028058993aabb1544a1addd626473b7da88b54ca46cb39d3fa8f3d2284dc1d140352bf70bf",""
"1390","2021-12-30 06:50:00","Factura de Venta Nacional","Dist. JJ san miguel","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","40,111.00","e4bdc62dd58bba001663fb5b14735aaafb13ab5a4cd51d7e8c93d81ae8a1cecae9f7855a024097cf12613808fd363efb",""
"1389","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria JHG","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","131,887.00","7ab846c09f88e4880769b1d9ecd2b081a739024bd9e83414c16776aefd0fd3bbd6434c7f69a906a6fc727cb296f03d40",""
"1388","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA LA GRAN D","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","256,504.00","37b3c0aec646f8d00a1556df20ef17154ab461b890ba1046c99c51f5cc895497eb898a7603c97f35288c6d42f3d113d9",""
"1387","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA FARMA ROX","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","76,862.00","2d77be62571716cbf5660ec98cd23fa05d0f7c464d759fc50b56e94869821377a1c477de5dcd7982b52ead3b69576e7a",""
"1386","2021-12-30 06:50:00","Factura de Venta Nacional","Farmacia Davila","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","189,960.00","30e4396f94fe130053f16c59b6fb56f481e42ffde66741cc8be475f33c65821751634583f81ac4b2de5c17d15e96e77f",""
"1385","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA FARMA ROX","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","13,093.00","5033a529e5ab0db25ecdfbf36237769af283938ad89dfd64ab584abaf31591072eee9a379e0014ec524471aed9fe669f",""
"1384","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Rapifarma","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","72,818.00","2f3b4402aec306aa3faa1cde6b20373a0fe75e0b375ea06c76e807ee6579ef1a4d390b996ba1575c49335a3cb2792db0",""
"1383","2021-12-30 06:50:00","Factura de Venta Nacional","Dist. JJ san miguel","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","40,111.00","ecf7f9bbdc208ba5bc7285099795cc0c5188371d83e34a2b48444f886e41f0b2a5991d693256c252432e1ca1e1b13b80",""
"1382","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería farmacost LA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","74,713.00","824b947c332b08e513317f180ea27b15ec0bcb849dfe9a714d07535e1bdb7bb2e43e0483cbf217d05d5d224cd9b7dc8e",""
"1381","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA PHARMA STAR","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","210,000.00","7af7b1d28988ca607531fa0cd6bf4e3c3c10a2dba599df1686e9149200497bc19b5c0fdd735bd4f0f41d732e01a35aba",""
"1380","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería única la arenosa","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","11,580.00","c1f42542d2704ba4e863937f5757a849d81b68b4e195fa27e61990b0bea3f44b86e059ed057b462ebce9ef2368110988",""
"1379","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Jayes","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","29,250.00","8a86d0b14124c4e516c8cf3e4d5fc722339f982f5afc9e9330ad96446ed29c3eab6ba900c428f3d25fa71927d8dc3a88",""
"1378","2021-12-30 06:50:00","Factura de Venta Nacional","DISTRIBUCIONES COLFARMA SAS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","1,931,727.00","f7a434ec48075c85bb0d2ff45b495ad01f1736994da0b3a9de54add1ac82b61a3ffb4fbacdca53e1842bdcdc532f6481",""
"1377","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Medi Express la 33","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","17,120.00","32b929958e99d1005623947352c1e1e14ed9264060e40f4f40ec59a3ff9aec58f3722ce1c72171c5faf33fc1b3b92010",""
"1376","2021-12-30 06:50:00","Factura de Venta Nacional","Dist. JJ san miguel","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","125,700.00","4a21cd0cdbae0de58cc82fbac6e805cc0dcab035c49cb3a15d33fada0c5190dc7232f3945d0a8959e23a8a341dfcf4cb",""
"1375","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA NUESTRA SALUD","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","109,100.00","5f8462e5520a7f7c318668bbbf82ca7d2623d7c9434a5cccdd983112f0d16f92d036af8b8c637136fae16a6fcd71378e",""
"1374","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Medi Express la 33","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","56,264.00","1bd6c1b908dc5bf46ca3762d60262f0b9e95714c51903067cda0fba7f01dfae0372d957a3cd2b774f4b7e8d63bab772f",""
"1373","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria C& P Del Caribe","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","68,518.00","655a5437aaedca59fd276b62c690dc0cecc51c94f3cc01810c4ed80ea28ed166ebea2036382d471c80457ab4989b4cdf",""
"1372","2021-12-30 06:50:00","Factura de Venta Nacional","FARID DURAN","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","12,550.00","87d30dcab6827c3db5f393c71ed15bea67209553fd6b606dafc95fbdd4d2afb31376488bcc26ace3869b72887986d0d4",""
"1370","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA FARMACENTER DISMER","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","87,677.00","16ab65c8f9b69b549d911ed85d7c6b54f0f3d33cf5186914fd9eec46513924a9d2137a23515f71ae0081bee3786bf2ea",""
"1369","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA MEDICASA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","1,558,927.00","0cddf3c1818aad4f73d1eb839679a6b6c4a55689ddd1c099774325692130fc91daa9611f53a88b09f7b2373e370936bb",""
"1368","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería Medical Drugs","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","136,786.00","bfc6aab3cbbf072512e1207f406b66f758a4633d3eb4641f5cb8439b904cc9d9c623fdd40c0f5bf64336df291b42bece",""
"1367","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Dina Luz","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","135,600.00","4c5b99b5e29fa806797cbc6ca5a6beb99daddf9c4c344fbda52b5256d073e090ef7f3f4696601d61be23ae0208962b1b",""
"1366","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería oferdrogas","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","450,691.00","f8bc03b7b43f848cc692e00bc13f708f85778790a9fc5eeb12b231e647806522392491aadb426d56ffc4f0b257082a4b",""
"1365","2021-12-30 06:50:00","Factura de Venta Nacional","INVERSIONES Y DISTRIBUCIONES DEL CARIBE","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","990,000.00","567ff7ae08eb7ff4c7de9787f2ae27e38b9ec9869f4943770cfe7a5c60f8dcc206521ae139f9cfb73e339ee352fa9f16",""
"1364","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Jayes","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","16,500.00","f52b9d3fd25360791846e13b02671081e993fe2c75ede21330538dc4cff1945deaa60ee8304fcf4e22a1cbdd40cf029f",""
"1363","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Medika plus  # 1","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","374,207.00","a9ec124dbc40cc2de38ef34b7f4ef28ac151124f8d4c5792f3bb9ab82359bbb1876e25a0c4d5302f9ba234bc2baa2a07","NOTA este pedido por el dia de hoy va ser entregado en la direccion CALLE 64 # 32 - 35 BARRIO NUEVA GRANADA Drogueria Nader"
"1362","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA SUPERFARMA PLUS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","216,590.00","bcb83caad18b57a99a4cab364d82ab968f13003ad5e6716808f3800ec965de02c45b12524dcb800cab2c3667151065b2",""
"1361","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería farmacorf","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","69,800.00","22a5a669b49484da28231c418b7ecab9eee3fd6c51e0404e41e20af15c586744a8a6f24693810b4ce0574c68a94a9450",""
"1360","2021-12-30 06:50:00","Factura de Venta Nacional","Variedades Mireya","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","55,791.00","da6f70649aabec6f45b5cd0c845e15d39008c763d9e2d09dc174dc9bc16280aadac51c6723d5370e56f07be30b9f9336",""
"1359","2021-12-30 06:50:00","Factura de Venta Nacional","Variedades Mireya","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","55,791.00","c32fe53e0b2133bd47e803c0af75fe5efa8b5054d3ef760c4145e24187be056c292dfcb00236d30a0fd1abd74170c46d",""
"1358","2021-12-30 06:50:00","Factura de Venta Nacional","Farmadrogueria la 57","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","310,805.00","ffb42b38555fa6e52bebd91217419e0fc91afc8dd2af98abbfe34c2e8943667555a212f4d8927a3b489cf472649b0f0b",""
"1357","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería naelpharma","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","78,334.00","f378225118e69a4473596ae561e44e904c9bc2aa252e5ed9a68293aaae998b5fddb3f4689c8bbd71937f8b5d7e91eeb3",""
"1356","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA INDIFARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","193,066.00","6292d0516c70b016d2635e3f6852c17ded4017142cf6d201d598ba28072ccb8b4e3774e2ca34924c48a552286b19afde",""
"1355","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA Y VARIEDADES RD","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","435,389.00","e4ecb1621026789f6064b8e0b7b92658b0bec8a055bd5d6547eb53c08a880b84bdfde63904a9b7046dbffd80ea3073ff",""
"1354","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Jerusalema","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","211,670.00","e83c817ad7bc79e3fb19b25c6900ec4803e05ce128303e370d769cdb94b7055facace67207240dbeb026dcd83daa7363",""
"1353","2021-12-30 06:50:00","Factura de Venta Nacional","Farmadrogueria la 57","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","32,500.00","3053a3a2ce75e0e97eb4cb602b7d8c1deb7e790c8c6bc87ca50b4e2a58957564023169612d9e68013e7cb368d580bc2f",""
"1352","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería los balcanes","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","56,509.00","eafd06add062f8d3ae981bb81073c2f0e517bf4013b232b1df7c5340725cc32e358940c5eff43664999446b42c1045d9",""
"1351","2021-12-30 06:50:00","Factura de Venta Nacional","DEOGUERIA LUKAS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","407,783.00","def6f153ad0442826a40ed320d9b6b20422c3da5ca2379d63205395cd92a1b9dd5d6508a222ee8d1951286491b7acb06",""
"1350","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería y miscelánea la nueva de las Malvinas","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","140,585.00","dc95a3647dd12d1fd1ec6912022e92c5b5b0c8df8243922432f7dc467a1d4c0ecbd706bb4049ce809351023ca23e367f",""
"1349","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería pucchy","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","155,420.00","f53a1e47e1c2e39a776de28442abf804c52e8a638616f6b5c3d3af316341897971d26abfb3b3ff84f1f471ccefaddef8",""
"1348","2021-12-30 06:50:00","Factura de Venta Nacional","Farmacia Davila","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","48,702.00","37faf68854596b50d465c88d9e2313e6ff1acd03ec96f36a3f6e0670db5a41097b6a70cfdb65b147e0cf6de5f3e78453",""
"1347","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA DALY DROGAS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","63,000.00","6fa6de94ce9fc1bae123b93bb1f641743541fcc4f63152168c436d0e70b2a0c2451d07d70bde807f22e1e6e7abd4f5f5",""
"1346","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería pucchy","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","31,500.00","75947c850b4f018cd8bca3be4f1ab8f52c9550a36f4825f6290f5e1088c7a4f57535f5247f2e7379ed801f0a5c56f81f",""
"1345","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería naelpharma","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","24,400.00","72753345f753f9dc5e34d9b56e1cd238499e53efb78f8309fdf2063cd951ccaeef80ea35ff65730b392ee744d08e1088",""
"1344","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería Medical Plus  # 2","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","135,000.00","ff6eb9ac2fd8791e6dfab6d0d7be5017657c6900a0274e9a82b6ea22f6545edf8949ac726fd9679b0bfe14a3cabdff8d",""
"1343","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA SALUNAT","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","165,594.00","8e3c3aac3fc5c38734a1c0427ddab3ec82d4b47e7e75e9c4deabd91cb3c87707c462e6d2650e4410cd28e2f19c934d10",""
"1342","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería única la arenosa","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","90,945.00","cb4d1a26bafa48c651a90fd26e4d22f2310eda49dbbe8c738631a253e6c257a44b97b30b32846f3cbbd7049f29034a98",""
"1340","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Jayes","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","49,200.00","bbd846a666d23f2cab97cf3889059ea41b7dcb341976a45774efbb7926990447d139cffdd0353d38fe7ccef7afb82ca2",""
"1339","2021-12-30 06:50:00","Factura de Venta Nacional","DEOGUERIA LUKAS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","39,086.00","4f3a3c28dfd7b37db61410f1be8dc5972ff05056fed90a714f6c6e17780f7f4b679eeed80437d82bffc2e2ad95a865b0",""
"1338","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Regente Salud","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","1,354,446.00","2f5af5e373f1da76a7df2e4d7981b3e778f0481831c024b6ad964a731c2e05199626104727185ff340e23f4b2daa0462",""
"1337","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA FARMA NOVA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","45,522.00","3acfc673fdf87a4840c0676003498deb9491d720e0fcdd0f6466cdaacbaa9d702143ee8b3d3c80569631cd32d1ff336f",""
"1336","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA SUPERDROGAS JP","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","76,137.00","3051cc93beca1456c289b13cb6b756ad17ca7c272d4b8c77d5bc4b2f2355cea749c35decec899f1f2902a0b67d4282cc",""
"1335","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería pharma Sierra","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","121,530.00","e0110f229d0bcb8e46766eca5077e3937691e487c6d99321d06ef9e8b26f2eb57a08099c5dce89111a4ffedda3486650",""
"1334","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA TU BOTIQUIN PLUS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","78,642.00","6dd11e40d5a8a576527801d32a7d4aaca8415c6ef275f257e85ed7e0e13029902ef95e6929bae7541abef710baff8987",""
"1333","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Katherine","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","215,026.00","e0e2d214121b16def80ba28bb943ef29824d149925e662cb880fb6af898f19d70f9762544f96d459f21a9d1ed3ee4a4b",""
"1332","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Farma Descuento","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","99,694.00","b4a8f3726b7efe24036ebaeb4aa277f0eef41d8b02ff5aa697b53c5e8ffa7e1696841f8c5a5401f7b2c5b2efbfe7f0a2",""
"1331","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA FARMA NOVA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","104,566.00","3863e9fdc26e08a8998b76dccbc5a7454f75d65c01b432b6c6d46cc347d114e03a1c4ed18acb87d1fbb403e487a87924",""
"1330","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria BRAY","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","389,405.00","2a374c5c8ead73978462ba0d1d116147793cdde399d0ffc6de41033ef7541552f9d62fffc430330160c66dc8b9481e66",""
"1329","2021-12-30 06:50:00","Factura de Venta Nacional","D. LA PLAYA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","103,010.00","2099c1bf500ccde0a5637dede1e7191bbd0fdb3a501a962184ca9a5f5181ce56a9d16983ed1b977112631b63e8513760",""
"1328","2021-12-30 06:50:00","Factura de Venta Nacional","D. LA PLAYA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","768,972.00","68509dca4eff948e4f00aa6d802a80c3e32dd6c755cf9cd33e181b950bb916bc5c84035398cd9f5b4870f279f5b2cbaf",""
"1327","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria RyR florian Centro","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","191,347.00","004df491599a5d8bfacb4f26b6f832110d3102d09f895c4f06d59397ac99994d2a4f5377ff8bb61c0e22120399c63cf8",""
"1326","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA FARMACOSTA CENTRAL","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","216,880.00","b15ce96588e549aa1daf0c77d9a08dbd3b6d3dc650a3811d83e09346069812df82fd6158c3200493d3ff811f2843282e",""
"1325","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Morelia s","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","47,579.00","f5e80a3be8a9b338116779ea87510c3789b602623e8fc768b485da027e64e5daaf7d0bc7f5c2af7ed32612a330f85163",""
"1324","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria y Variedades FarmaCaribe","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","236,425.00","e216dc870d86e0d7f88b4d660957c9bebbdd1037e38aa9a43679678749cccf1248ec12ed004050f7a0a06e9314ee6527",""
"1323","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA SUPERFARMA PLUS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","71,818.00","de8f57ed5c351dc383cb84d3f13abad1bf15e681ec0782c5e7ccd61c1cfb9b1f2e293e639714de86e863aba216866f2e",""
"1322","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA SUPERFARMA PLUS","Enviada a la DIAN","Pendiente","Transferencia Débito","Contado","0","822,725.00","c91efaacf2a44504386b691f6be2f2670c1e6a508cedad64cb6f5ca77583581a28da3d6814e17f01eed3b4fecaea3bd3",""
"1321","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA JV SAGRADO CORAZON DE JESUS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","170,184.00","a14c0a9486c5d347f5c1374d42aedf186a0078f47da186ce93c92a3d0ee1c497832ef4b0ee0dab9d25b9b9c9457ce295",""
"1320","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería mi farma K","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","62,700.00","4c0bafba848c0c7b4375022fca9978b428c9915895700f8f2af933b14d7cbc7e4b55ef7517cf25a04a5b167a9fed3aa0",""
"1319","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería farmacost CH","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","302,297.00","847822b2b55446e1065024dad2e68d9951c0dea2d837e4e9aba5b23492bee0ff6f5f1ef8febee588919ec1031a1beaab",""
"1318","2021-12-30 06:50:00","Factura de Venta Nacional","drog marcce","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","105,750.00","f5697bcac92debd49b9ebb75599b2070313188344655ad32e3dc264c8311ee7d0be4a4d484cbf74389605973b7370346",""
"1317","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueri FarmaSur V","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","96,675.00","79294bbd98180b6faafb28a0bf3dfb25116245433a62c045f13eeba8b947b441b198e050d6e2dc1bed3e661623e1b419",""
"1316","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria  zara G","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","74,249.00","fe32f40d78bbc66726954ede90f79fccbc5fb46a9768b88ba180344b541b83b467d10d54ce6a1fda8a43e9cb9398628f",""
"1315","2021-12-30 06:50:00","Factura de Venta Nacional","Farmacia Davila","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","196,594.00","8bbcb3f75b4adf7cc19e0141dc55c98842e6636543739f108141236c03208382833aac8f284bcfaf69fb4d9b37c2b912",""
"1314","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería medimar","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","130,153.00","96b21ce7522614e6efd5181173cf9eb7e888ca45f373ed0403117528317d8fbe14fb2ba8dfc70ec0ab7ebbd73bae0178",""
"1313","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería el milagro","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","64,956.00","08e0cb07a90dfdaad7190eaa2ed98337e9580aff4b683d63e06f87025d0f8f4b92a13f1efbc70017ddaab8e0e4b98dd1",""
