"#","Nit","Nombre","Producto","Cantidad","Estado documento","Estado de cartera","Tipo de documento","CTA","Débito","Crédito","Nota"
<<<<<<< HEAD
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO X AIU RETENIDO  - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","111,449.52","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","SERVICIO DE ASEO  - 41709501","0","857,306.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO - 41750101","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IVA GENERADO 0% - 24080109","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE FUENTE SERVICIOS VIGILANCIA  - 13551501","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO 0% - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","857,306.00","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","AIU SERVICIO DE ASEO  - 41709501","0","58,997.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO A.I.U. - 41750201","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IVA GENERADO 19% - 24080109","0","11,209.43","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE FUENTE AIU SERVICIOS VIGILANCIA  - 13551501","1,179.94","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO X AIU RETENIDO  - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","69,026.49","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","SERVICIO DE ASEO  - 41709501","0","530,973.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO - 41750101","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IVA GENERADO 0% - 24080109","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE FUENTE SERVICIOS VIGILANCIA  - 13551501","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO 0% - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6302","830118060","EDIFIICO ROTONDA 2-1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","530,973.00","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","AIU SERVICIO DE ASEO  - 41709501","0","52,401.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO A.I.U. - 41750201","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","IVA GENERADO 19% - 24080109","0","9,956.19","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","RETE FUENTE AIU SERVICIOS VIGILANCIA  - 13551501","1,048.02","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO X AIU RETENIDO  - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","61,309.17","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Email Enviado","Pendiente","Factura de Venta Nacional","SERVICIO DE ASEO  - 41709501","0","471,611.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Email Enviado","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO - 41750101","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Email Enviado","Pendiente","Factura de Venta Nacional","IVA GENERADO 0% - 24080109","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Email Enviado","Pendiente","Factura de Venta Nacional","RETE FUENTE SERVICIOS VIGILANCIA  - 13551501","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Email Enviado","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO 0% - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Email Enviado","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6301","900415314","EDIFICIO ZIQUITAN  PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Email Enviado","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","471,611.00","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6300","830044046","EDIFICIO TORRES DE PALONEGRO PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","AIU SERVICIO DE ASEO  - 41709501","0","80,748.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6300","830044046","EDIFICIO TORRES DE PALONEGRO PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO A.I.U. - 41750201","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6300","830044046","EDIFICIO TORRES DE PALONEGRO PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","IVA GENERADO 19% - 24080109","0","15,342.12","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6300","830044046","EDIFICIO TORRES DE PALONEGRO PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","RETE FUENTE AIU SERVICIOS VIGILANCIA  - 13551501","1,614.96","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6300","830044046","EDIFICIO TORRES DE PALONEGRO PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO X AIU RETENIDO  - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6300","830044046","EDIFICIO TORRES DE PALONEGRO PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6300","830044046","EDIFICIO TORRES DE PALONEGRO PROPIEDAD HORIZONTAL","AIU","1","Email Enviado","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","94,475.16","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6300","830044046","EDIFICIO TORRES DE PALONEGRO PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Email Enviado","Pendiente","Factura de Venta Nacional","SERVICIO DE ASEO  - 41709501","0","726,735.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6300","830044046","EDIFICIO TORRES DE PALONEGRO PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Email Enviado","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO - 41750101","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
